date,time,temperature,dew_point,humidity,wind,wind_speed,wind_gust,pressure,precipitation,precipitation_accumulation,condition
11/11/2016,5:50 pm,46 F ,37 F ,71%,S,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
11/11/2016,6:20 pm,48 F ,39 F ,71%,VAR,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
11/11/2016,6:50 pm,48 F ,39 F ,71%,SSW,14 mph ,25 mph ,29.7 in ,0.0 in ,0.0 in ,Mostly Cloudy
11/11/2016,7:20 pm,48 F ,39 F ,71%,S,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Mostly Cloudy
11/11/2016,7:50 pm,48 F ,41 F ,76%,SSW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,8:20 pm,46 F ,41 F ,81%,SSW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,8:50 pm,48 F ,41 F ,76%,SSW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,9:20 pm,46 F ,43 F ,87%,VAR,5 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,9:50 pm,46 F ,43 F ,87%,SSE,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,10:20 pm,46 F ,43 F ,87%,E,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,10:50 pm,48 F ,43 F ,82%,N,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,11:20 pm,48 F ,43 F ,82%,SSW,12 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
11/11/2016,11:50 pm,48 F ,43 F ,82%,S,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,12:20 am,48 F ,43 F ,82%,SSW,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,12:50 am,48 F ,43 F ,82%,SSW,10 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,1:20 am,48 F ,43 F ,82%,SSW,9 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,1:50 am,48 F ,43 F ,82%,VAR,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,2:20 am,48 F ,43 F ,82%,SW,7 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,2:50 am,48 F ,45 F ,87%,SW,12 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,3:20 am,48 F ,45 F ,87%,SSW,16 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,3:50 am,48 F ,45 F ,87%,SSW,17 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,4:20 am,50 F ,45 F ,82%,SSW,20 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
12/11/2016,4:50 am,50 F ,45 F ,82%,SSW,20 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
12/11/2016,5:20 am,50 F ,45 F ,82%,SW,18 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
12/11/2016,5:50 am,48 F ,45 F ,87%,SW,16 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Mostly Cloudy
12/11/2016,6:20 am,48 F ,46 F ,93%,WSW,10 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Cloudy
12/11/2016,6:50 am,50 F ,46 F ,87%,SW,14 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
12/11/2016,7:20 am,48 F ,46 F ,93%,SW,12 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
12/11/2016,7:50 am,48 F ,46 F ,93%,W,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
12/11/2016,8:20 am,48 F ,46 F ,93%,WSW,10 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
12/11/2016,8:50 am,48 F ,46 F ,93%,VAR,3 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
12/11/2016,9:20 am,50 F ,48 F ,94%,WSW,10 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
12/11/2016,9:50 am,50 F ,46 F ,87%,WSW,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
12/11/2016,10:20 am,52 F ,46 F ,82%,WSW,13 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,10:50 am,52 F ,46 F ,82%,WSW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,11:20 am,52 F ,46 F ,82%,WSW,13 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,11:50 am,52 F ,46 F ,82%,WSW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,12:20 pm,52 F ,46 F ,82%,WSW,13 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,12:50 pm,52 F ,46 F ,82%,W,14 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,1:20 pm,52 F ,46 F ,82%,W,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,1:50 pm,52 F ,46 F ,82%,WSW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,2:20 pm,50 F ,45 F ,82%,W,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,2:50 pm,50 F ,45 F ,82%,W,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
12/11/2016,3:20 pm,50 F ,43 F ,76%,W,8 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
12/11/2016,3:50 pm,50 F ,43 F ,76%,WSW,8 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
12/11/2016,4:20 pm,48 F ,43 F ,82%,W,6 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
12/11/2016,4:50 pm,45 F ,41 F ,87%,WSW,6 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
12/11/2016,5:20 pm,45 F ,41 F ,87%,WSW,7 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
12/11/2016,5:50 pm,43 F ,39 F ,87%,WSW,6 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
12/11/2016,6:20 pm,43 F ,39 F ,87%,WSW,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,6:50 pm,41 F ,39 F ,93%,SSW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,7:20 pm,43 F ,39 F ,87%,WSW,9 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,7:50 pm,43 F ,39 F ,87%,WSW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,8:20 pm,41 F ,39 F ,93%,SW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,8:50 pm,39 F ,37 F ,93%,SW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,9:20 pm,37 F ,36 F ,93%,SW,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,9:50 pm,41 F ,39 F ,93%,WSW,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,10:20 pm,37 F ,36 F ,93%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
12/11/2016,10:50 pm,37 F ,37 F ,100%,WSW,7 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
12/11/2016,11:20 pm,37 F ,36 F ,93%,WSW,6 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
12/11/2016,11:50 pm,36 F ,34 F ,93%,WSW,6 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
13/11/2016,12:20 am,37 F ,36 F ,93%,WSW,7 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
13/11/2016,12:50 am,36 F ,36 F ,100%,WSW,5 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
13/11/2016,1:20 am,36 F ,36 F ,100%,W,5 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
13/11/2016,1:50 am,36 F ,34 F ,93%,WSW,6 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
13/11/2016,2:20 am,36 F ,34 F ,93%,WSW,5 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
13/11/2016,2:50 am,36 F ,34 F ,93%,WSW,7 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,3:20 am,36 F ,34 F ,93%,WSW,6 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,3:50 am,36 F ,34 F ,93%,W,6 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,4:20 am,36 F ,34 F ,93%,SSW,3 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,4:50 am,36 F ,34 F ,93%,VAR,2 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,5:20 am,36 F ,34 F ,93%,W,6 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,5:50 am,36 F ,36 F ,100%,VAR,3 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,6:20 am,37 F ,36 F ,93%,W,7 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,6:50 am,37 F ,36 F ,93%,W,6 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,7:20 am,39 F ,37 F ,93%,VAR,3 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,7:50 am,39 F ,37 F ,93%,VAR,1 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Partly Cloudy
13/11/2016,8:20 am,41 F ,39 F ,93%,VAR,2 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,8:50 am,41 F ,39 F ,93%,NW,2 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,9:20 am,41 F ,39 F ,93%,W,1 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Partly Cloudy
13/11/2016,9:50 am,45 F ,41 F ,87%,E,1 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,10:20 am,45 F ,43 F ,93%,WSW,7 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,10:50 am,46 F ,43 F ,87%,WSW,9 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,11:20 am,48 F ,45 F ,87%,WSW,10 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,11:50 am,48 F ,45 F ,87%,SW,10 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,12:20 pm,48 F ,45 F ,87%,WSW,10 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,12:50 pm,48 F ,45 F ,87%,SW,10 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Cloudy
13/11/2016,1:20 pm,50 F ,46 F ,87%,SW,13 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,1:50 pm,50 F ,46 F ,87%,SW,14 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,2:20 pm,50 F ,46 F ,87%,SW,14 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,2:50 pm,48 F ,46 F ,93%,SW,14 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,3:20 pm,50 F ,46 F ,87%,SW,14 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,3:50 pm,50 F ,48 F ,94%,SW,13 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,4:20 pm,50 F ,48 F ,94%,SW,15 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,4:50 pm,50 F ,48 F ,94%,WSW,12 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,5:20 pm,50 F ,48 F ,94%,WSW,14 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,5:50 pm,50 F ,48 F ,94%,WSW,14 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,6:20 pm,50 F ,48 F ,94%,WSW,13 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,6:50 pm,50 F ,46 F ,87%,SW,14 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Fair
13/11/2016,7:20 pm,50 F ,46 F ,87%,SW,12 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,7:50 pm,50 F ,46 F ,87%,WSW,8 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Partly Cloudy
13/11/2016,8:20 pm,50 F ,46 F ,87%,WSW,12 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Partly Cloudy
13/11/2016,8:50 pm,50 F ,46 F ,87%,WSW,13 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Partly Cloudy
13/11/2016,9:20 pm,50 F ,46 F ,87%,WSW,13 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,9:50 pm,50 F ,46 F ,87%,WSW,13 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Mostly Cloudy
13/11/2016,10:20 pm,50 F ,46 F ,87%,WSW,12 mph ,0 mph ,30.1 in ,0.0 in ,0.0 in ,Cloudy
13/11/2016,10:50 pm,52 F ,48 F ,88%,SW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,11:20 pm,50 F ,48 F ,94%,WSW,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Light Rain
13/11/2016,11:50 pm,52 F ,48 F ,88%,WSW,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Light Rain
14/11/2016,5:20 am,54 F ,50 F ,88%,WSW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,5:50 am,54 F ,50 F ,88%,WSW,20 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
14/11/2016,6:20 am,54 F ,52 F ,94%,WSW,18 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,6:50 am,55 F ,52 F ,88%,WSW,17 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,7:20 am,55 F ,54 F ,94%,WSW,15 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,7:50 am,55 F ,54 F ,94%,WSW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,8:20 am,55 F ,54 F ,94%,WSW,15 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Light Rain
14/11/2016,8:50 am,55 F ,54 F ,94%,WSW,14 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Cloudy
14/11/2016,9:20 am,55 F ,54 F ,94%,WSW,14 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,9:50 am,57 F ,54 F ,88%,WSW,15 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,10:20 am,57 F ,54 F ,88%,WSW,15 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Cloudy
14/11/2016,10:50 am,57 F ,54 F ,88%,WSW,16 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,11:20 am,57 F ,54 F ,88%,WSW,17 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,11:50 am,57 F ,54 F ,88%,W,14 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,12:20 pm,57 F ,54 F ,88%,W,15 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,12:50 pm,57 F ,54 F ,88%,WSW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,1:20 pm,57 F ,54 F ,88%,W,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,1:50 pm,57 F ,54 F ,88%,W,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,2:20 pm,57 F ,54 F ,88%,W,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,2:50 pm,57 F ,54 F ,88%,WSW,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,3:20 pm,57 F ,54 F ,88%,WSW,9 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,3:50 pm,57 F ,54 F ,88%,WSW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,4:20 pm,57 F ,54 F ,88%,WSW,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,4:50 pm,57 F ,54 F ,88%,WSW,9 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,5:20 pm,57 F ,54 F ,88%,WSW,10 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,5:50 pm,57 F ,54 F ,88%,WSW,16 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,6:20 pm,57 F ,55 F ,94%,WSW,14 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,6:50 pm,57 F ,55 F ,94%,WSW,13 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,7:20 pm,57 F ,55 F ,94%,WSW,18 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Light Rain
14/11/2016,7:50 pm,57 F ,55 F ,94%,WSW,17 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,8:20 pm,57 F ,55 F ,94%,WSW,15 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,8:50 pm,57 F ,55 F ,94%,WSW,15 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,9:20 pm,59 F ,55 F ,88%,WSW,13 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,9:50 pm,57 F ,54 F ,88%,WSW,14 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,10:20 pm,57 F ,54 F ,88%,WSW,18 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,10:50 pm,57 F ,54 F ,88%,WSW,18 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,11:20 pm,57 F ,54 F ,88%,WSW,17 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
14/11/2016,11:50 pm,57 F ,54 F ,88%,WSW,18 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,12:20 am,57 F ,54 F ,88%,WSW,21 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair / Windy
15/11/2016,12:50 am,57 F ,54 F ,88%,WSW,21 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Cloudy / Windy
15/11/2016,1:20 am,57 F ,54 F ,88%,WSW,18 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,1:50 am,57 F ,54 F ,88%,WSW,15 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,2:20 am,57 F ,54 F ,88%,WSW,17 mph ,29 mph ,29.9 in ,0.0 in ,0.0 in ,Light Rain
15/11/2016,2:50 am,57 F ,54 F ,88%,WSW,18 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Light Rain
15/11/2016,3:20 am,57 F ,52 F ,82%,WSW,14 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,3:50 am,55 F ,50 F ,82%,W,16 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,4:20 am,54 F ,46 F ,77%,WSW,15 mph ,28 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
15/11/2016,4:50 am,52 F ,45 F ,76%,WSW,12 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
15/11/2016,5:20 am,50 F ,45 F ,82%,W,10 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
15/11/2016,5:50 am,50 F ,43 F ,76%,W,9 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
15/11/2016,6:20 am,48 F ,43 F ,82%,W,10 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
15/11/2016,6:50 am,48 F ,43 F ,82%,WSW,7 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,7:20 am,48 F ,43 F ,82%,W,7 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,7:50 am,46 F ,41 F ,81%,SW,7 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,8:20 am,48 F ,41 F ,76%,W,8 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,8:50 am,48 F ,43 F ,82%,W,10 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,9:20 am,48 F ,43 F ,82%,SW,6 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,9:50 am,48 F ,43 F ,82%,WSW,7 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,10:20 am,50 F ,45 F ,82%,SW,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,10:50 am,52 F ,45 F ,76%,WSW,14 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,11:20 am,52 F ,45 F ,76%,SW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,11:50 am,52 F ,43 F ,71%,SW,15 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,12:20 pm,52 F ,43 F ,71%,WSW,15 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Fair
15/11/2016,12:50 pm,54 F ,45 F ,72%,WSW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,1:20 pm,52 F ,43 F ,71%,W,16 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,1:50 pm,52 F ,43 F ,71%,WSW,13 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,2:20 pm,52 F ,43 F ,71%,WSW,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,2:50 pm,52 F ,43 F ,71%,WSW,14 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,3:20 pm,52 F ,43 F ,71%,WSW,12 mph ,0 mph ,30.0 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,3:50 pm,50 F ,45 F ,82%,SW,12 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,4:20 pm,50 F ,43 F ,76%,SW,16 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,4:50 pm,50 F ,43 F ,76%,WSW,16 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,5:20 pm,50 F ,43 F ,76%,WSW,17 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,5:50 pm,48 F ,43 F ,82%,SW,13 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,6:20 pm,48 F ,43 F ,82%,SW,12 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,6:50 pm,48 F ,43 F ,82%,SW,14 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,7:20 pm,48 F ,43 F ,82%,SW,18 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,7:50 pm,48 F ,43 F ,82%,SW,17 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,8:20 pm,48 F ,43 F ,82%,SW,16 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,8:50 pm,48 F ,43 F ,82%,SW,18 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
15/11/2016,9:20 pm,48 F ,43 F ,82%,SW,17 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,9:50 pm,50 F ,43 F ,76%,SW,15 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,10:20 pm,48 F ,45 F ,87%,SW,20 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,10:50 pm,48 F ,45 F ,87%,SW,14 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,11:20 pm,50 F ,43 F ,76%,SW,17 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Mostly Cloudy
15/11/2016,11:50 pm,50 F ,43 F ,76%,SW,18 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
16/11/2016,12:20 am,50 F ,43 F ,76%,SW,18 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
16/11/2016,12:50 am,48 F ,43 F ,82%,SW,22 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair / Windy
16/11/2016,1:20 am,50 F ,43 F ,76%,WSW,20 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
